meter_id,monthly_units,bill_amount,usage_bill_ratio,night_usage_pct,voltage_std,null_reads,meter_jump_count,avg_daily_units,weekend_spike,consecutive_zeros,complaint_text,label
BR02,1342.1473301430708,8723.95764592996,2.104,0.35563038079063874,17.44565533123486,7215,0,44.73824433810236,1.0066943833147475,0,all systems normal,normal
BR03,533.4119810450235,3005.747125675983,1.794,0.48525423899675396,62.713677978997254,9938,0,15.4140878239794,1.1902493850788252,19,meter dead intervals no reading fault,fault
BR03,922.5800846030762,2064.579320111351,2.556,0.48525423899675396,46.607157663623966,9853,2,10.587586256981288,0.8175552245288569,16,meter magnet tamper magnetic interference bypass,normal
BR03,822.5324795060828,2569.3649206625214,2.228,0.48525423899675396,58.00251643818857,9853,5,13.176230362371905,1.01744587584822,22,no complaint,normal
BR03,415.59344772461725,2701.357410210012,2.05,0.48525423899675396,60.98220082755965,9853,0,13.853114924153909,1.0697137390283578,0,no complaint,normal
BR03,610.5983937916482,2602.082280780485,4.613,0.48525423899675396,58.74109942528991,9853,0,13.34401169631018,1.0304016622579137,27,reported theft in area - testing meter - OK,normal
BR02,1153.9886415141957,7500.926169842272,1.515,0.35563038079063874,49.3409970382382,7215,0,38.46628805047319,0.8655636067148601,0,billing cycle inquiry,normal
BR02,361.2544830822522,2712.8027837556706,2.897,0.9478202043189363,6.69944513990943,7215,3,13.911809147464977,0.9861400678398121,8,routine seal inspection,theft
BR02,2761.339875172327,7793.5410043249885,1.229,0.35563038079063874,51.26581370149299,7215,11,39.96687694525635,0.8993296705019481,0,meter working fine,normal
BR02,1285.0382951332401,8352.74891836606,0.905,0.35563038079063874,54.94427625474328,7215,0,42.83460983777467,0.96385903767889,0,no complaint,normal
BR02,1202.013567872389,7813.088191170529,1.232,0.35563038079063874,51.39439484819583,7215,0,40.06711892907963,0.9015853030950511,0,meter working fine,normal
BR03,119.71431279884295,1278.4804867206542,2.039,0.5781664523398176,23.42287033648101,9853,10,6.5563101883110475,0.7533659790119991,1,field report hook connection illegal tap,theft
BR03,449.3374381483262,2920.69334796412,1.734,0.48525423899675396,65.93363307945937,9853,0,14.977914604944207,1.156568838317125,0,meter working fine,normal
BR02,1140.0192781828457,7410.125308188497,1.074,0.35563038079063874,48.74371012399804,7215,0,38.00064260609486,0.8550857111155343,0,meter reading correct,normal
BR02,937.9321411511715,6096.5589174826155,0.731,0.35563038079063874,40.10308709614719,7215,0,31.264404705039052,0.703507727669963,0,check seal status normal,normal
BR02,2819.3243977977163,7337.197770255082,1.204,0.35563038079063874,48.26399370609143,7215,3,37.62665523207735,0.8466702939612806,0,meter working fine,fault
BR03,140.1012264919428,735.3356870907124,1.453,0.7815459582030235,6.38474123018087,9853,1,3.770952241490833,0.9361502518894881,21,check seal status normal,theft
BR02,487.6871665788484,7793.386023877772,5.489,0.35563038079063874,51.26479424208038,7215,3,39.96608217373216,0.8993117866524306,9,usage mismatch bill discrepancy,normal
BR02,3170.6057002738635,6881.166049908679,4.35,0.35563038079063874,45.26422284400499,7215,11,35.288031025172714,0.7940468643071643,11,meter reading correct,normal
BR02,558.3143044838929,7546.576106077797,3.882,0.35563038079063874,49.641281738766075,7215,3,38.70039028757844,0.8708313459992683,29,seal tamper suspected but unconfirmed,normal
BR02,931.817002065053,9570.628272934295,1.183,0.35563038079063874,81.30402786409563,7264,0,49.08014498940664,1.1043952891783249,22,meter dead intervals no reading fault,fault
BR03,446.119156467869,2899.7745170411486,0.641,0.48525423899675396,65.46139777153569,9853,0,14.870638548928968,1.1482851655390847,0,bill received on time,normal
BR02,1080.8827908110748,7025.738140271986,0.85,0.35563038079063874,46.21521621747767,7215,0,36.02942636036916,0.810729649490184,0,all systems normal,normal
BR02,1527.0212821053494,9925.638333684772,1.479,0.35563038079063874,65.29072284353147,7215,0,50.90070940351165,1.1453614021149765,0,no complaint,normal
BR03,1650.0573649664236,2944.8898942838955,4.287,0.48525423899675396,66.47986166862304,9853,6,15.10199945786613,1.1661504575199269,4,slight voltage variance observed,normal
BR02,1454.6131208452834,9454.985285494342,0.996,0.35563038079063874,62.19477307266604,7215,0,48.48710402817611,1.0910507555789613,0,meter working fine,normal
BR03,472.1970313062087,3069.2807034903567,0.786,0.48525423899675396,69.28794077709665,9853,0,15.739901043540291,1.215408122245848,0,slight voltage variance observed,normal
BR03,156.96054068948675,2305.3703569632376,3.503,0.48525423899675396,52.042931290349095,9853,3,11.822412086990962,0.912906354069069,4,billing cycle inquiry,normal
BR02,1104.5199488390808,7922.454002965932,1.074,0.35563038079063874,52.113801768580835,7215,4,40.62796924597914,0.91420548683843,22,reported theft in area - testing meter - OK,normal
BR02,945.9372522184697,6834.122322936781,1.253,0.35563038079063874,110.93443098384381,7286,0,35.04678114326554,0.7886182896126392,22,consecutive zero readings hardware fault,fault
BR02,709.2611541032495,8428.293589777546,0.951,0.35563038079063874,55.44120814341525,7215,6,43.22201840911563,0.9725764569381159,1,normal usage pattern,normal
BR02,1389.214137603537,9029.89189442299,2.104,0.35563038079063874,59.39851414744757,7215,0,46.3071379201179,1.0419974306381417,0,bill received on time,fault
BR02,874.4998180646903,5684.248817420487,1.333,0.35563038079063874,37.390916496762536,7215,0,29.14999393548968,0.655929520764049,0,no complaint,normal
BR02,1457.2047223856368,9471.83069550664,2.106,0.35563038079063874,62.30558196568866,7215,0,48.57349074618789,1.0929946187122177,0,meter reading correct,normal
BR03,326.3708308297685,2749.111457211524,0.743,0.48525423899675396,55.663290783143715,9885,0,14.098007472879608,1.0886239209904518,5,voltage spike deviation sensor malfunction,fault
BR02,3120.547974474791,7816.313453352697,0.933,0.35563038079063874,16.73108429777453,7215,9,40.08365873514204,0.9019574797441458,9,hook wire tamper seal broken jumper,normal
BR03,361.71371690438883,2351.1391598785276,1.715,0.48525423899675396,53.07614604396447,9853,0,12.05712389681296,0.9310303968604153,0,billing cycle inquiry,normal
BR02,1378.1875502710334,8958.219076761718,2.004,0.35563038079063874,58.9270512635486,7215,0,45.939585009034445,1.0337268009647378,0,check seal status normal,normal
BR02,1371.450885827583,8914.43075787929,0.884,0.35563038079063874,58.63901225831564,7215,0,45.715029527586104,1.028673881583097,0,normal usage pattern,normal
BR03,257.8351129677648,1757.8120751382164,2.619,0.9462020568002693,6.126176769114265,9853,5,9.0144208981447,1.1177777579399386,4,all systems normal,theft
BR02,577.2569051063291,3501.0300364314785,1.613,0.701091554470518,7.343274735305634,7215,4,17.954000186828093,1.0220195536585772,18,meter reading correct,theft
BR03,111.73946243122354,2149.269611203303,1.32,0.48525423899675396,48.51901143017624,9853,8,11.021895442068221,0.8510918337909126,18,hook wire tamper seal broken jumper,normal
BR03,398.9251153843414,2704.558949953179,1.363,0.48525423899675396,85.87503104986288,9888,0,13.869533076682968,1.0709815205652866,38,voltage spike deviation sensor malfunction,fault
BR02,1198.5408914653087,7790.515794524506,0.94,0.35563038079063874,51.245913909863816,7215,0,39.951363048843625,0.8989805787435861,0,meter working fine,normal
BR03,552.4746962633553,3280.8051782767398,1.169,0.48525423899675396,95.04240081400313,9930,0,16.824641939880717,1.299169951008137,10,voltage spike deviation sensor malfunction,fault
BR03,710.5505224922971,2735.669874716486,1.636,0.48525423899675396,61.756792739579026,9853,10,14.029076280597364,1.0833011727251243,25,meter bypass suspected direct line connection,normal
BR02,3096.456321309986,6060.54141684525,2.149,0.35563038079063874,39.866164434594005,7215,5,31.079699573565385,0.699351515883494,19,meter bypass suspected direct line connection,normal
BR03,361.7496428975275,2609.714391160429,1.23,0.48525423899675396,87.35109910570274,9908,0,13.383150723899636,1.0334239107394918,34,null reads erratic voltage fluctuation spike,fault
BR02,2174.3002128066173,9707.471765713253,0.865,0.35563038079063874,63.85562593144552,7215,2,49.781906490837194,1.1201862387868455,12,meter magnet tamper magnetic interference bypass,normal
BR03,344.4471295099213,2238.9063418144883,0.69,0.48525423899675396,50.54252934268831,9853,0,11.481570983664044,0.886587189530942,0,normal usage pattern,normal
BR02,5338.126602209523,9460.624340692175,1.272,0.35563038079063874,62.231866706107375,7215,11,48.51602225995987,1.0917014700167493,16,direct tap supply bypass meter skipping,normal
BR03,442.67284676341785,2877.373503962216,1.298,0.48525423899675396,64.95570271868667,9853,0,14.755761558780595,1.1394145616833642,0,check seal status normal,normal
BR02,874.6152916589273,5684.9993957830275,2.079,0.35563038079063874,37.395853791694456,7215,0,29.153843055297575,0.6560161331769553,0,bill received on time,normal
BR03,432.44931584135946,2810.9205529688365,1.766,0.48525423899675396,60.23921343913929,9891,0,14.414977194711982,1.113099778453303,0,bill received on time,fault
BR02,3100.477562469314,10657.978220361556,4.131,0.35563038079063874,70.10804531295965,7215,4,54.656298565956696,1.2298692001255305,21,meter magnet tamper magnetic interference bypass,normal
BR03,575.4501325843108,2736.3058113439724,1.679,0.48525423899675396,43.63571042731663,9884,0,14.032337494071653,1.0835529980278416,19,meter sending wrong readings error code,fault
BR03,505.2106649527872,3426.3218783403736,2.814,0.48525423899675396,77.34802070066324,9853,9,17.57088142738653,1.3567932824221152,7,meter reading correct,theft
BR02,614.5154486569768,6982.260619219003,6.421,0.35563038079063874,45.929221636417786,7215,8,35.806464713943605,0.80571259438505,3,usage mismatch bill discrepancy,normal
BR03,417.13290557108553,2711.363886212056,1.902,0.48525423899675396,61.20809353128942,9853,0,13.904430185702852,1.0736762153812411,0,no complaint,normal
BR03,508.45943694512243,3304.986340143296,0.86,0.48525423899675396,74.60891326901132,9853,0,16.948647898170748,1.3087454781029808,0,billing cycle inquiry,normal
BR02,608.8737168422296,6372.11410563501,1.555,0.35563038079063874,109.28511116003267,7239,0,32.677508234025694,0.7353052066886365,36,voltage spike deviation sensor malfunction,fault
BR03,505.79822799313206,3287.6884819553584,2.176,0.48525423899675396,74.21842015694976,9853,0,16.8599409331044,1.3018956786319946,0,bill received on time,normal
BR03,1532.110419975087,3110.082817381385,1.162,0.48525423899675396,70.2090342592428,9853,0,15.949142653237875,1.2315653999336011,12,usage mismatch bill discrepancy,normal
BR02,1098.1247353170772,7137.810779561002,0.814,0.35563038079063874,46.95242861472263,7215,0,36.60415784390258,0.8236621855104784,0,all systems normal,normal
BR02,1127.9369961434156,5557.48910998664,1.582,0.7840598129301888,9.26120844071848,7215,4,28.49994415377764,0.9639781557248205,13,meter reading correct,theft
BR03,602.490240947467,3318.665664235437,5.806,0.48525423899675396,74.91771923664052,9853,3,17.018798278130443,1.3141623699465697,29,hook wire tamper seal broken jumper,normal
BR03,54.92155355144443,521.9246479517379,2.659,0.8765542940852249,11.679737654398231,9853,0,2.676536656162759,0.48847137976375765,15,check for potential bypass - negative,theft
BR03,674.7749221655297,2475.364479044855,4.444,0.48525423899675396,55.88048927253405,9853,4,12.694176815614643,0.9802225289881936,20,slight voltage variance observed,normal
BR02,1259.6470220196002,8187.705643127401,1.619,0.35563038079063874,53.858623687267986,7215,0,41.98823406732001,0.9448139958607259,0,slight voltage variance observed,normal
BR02,1231.4936853879763,8004.708955021846,0.746,0.35563038079063874,52.65487379807084,7215,0,41.04978951293254,0.9236972337720184,0,billing cycle inquiry,normal
BR02,4492.355399835718,8374.891228164299,5.715,0.35563038079063874,55.08992808725526,7215,6,42.94816014443231,0.9664141324893172,9,meter working fine,normal
BR03,635.6660252738627,3244.026320743297,0.984,0.48525423899675396,51.76587847432303,9928,0,16.636032414068193,1.2846058473983775,20,meter sending wrong readings error code,fault
BR03,419.6511146423288,2727.7322451751375,1.126,0.48525423899675396,61.577603522722434,9853,0,13.988370488077628,1.080157941346853,0,billing cycle inquiry,normal
BR02,1387.3263033744315,7906.658963922018,1.535,0.35563038079063874,52.00990220244219,7215,2,40.54696904575394,0.9123828304552729,14,meter working fine,normal
BR02,1289.6236743632655,8382.553883361226,1.153,0.35563038079063874,55.14033293577873,7215,0,42.98745581210885,0.9672983586927333,0,no complaint,normal
BR02,402.3704355967187,3341.6287416904725,0.706,0.8170230954084109,3.7231987120162984,7215,4,17.13655764969473,0.7876159392037895,17,no complaint,theft
BR02,774.8567250584292,6973.678404045461,1.976,0.35563038079063874,45.8727679340521,7215,8,35.76245335407929,0.8047222562653281,11,slight voltage variance observed,normal
BR02,2309.1910524762693,7279.354875944737,1.326,0.35563038079063874,47.88350388227146,7215,10,37.330025004844806,0.8399955576569312,8,slight voltage variance observed,normal
BR03,436.34970606339505,3339.0628666978437,5.749,0.48525423899675396,75.37817896410257,9853,0,17.123399316399198,1.3222394824490888,25,slight voltage variance observed,normal
BR02,1186.2413160992953,7710.56855464542,1.556,0.35563038079063874,50.72002198175112,7215,0,39.54137720330984,0.8897551284818759,0,all systems normal,normal
BR03,356.4461951997893,2588.3367880937285,1.493,0.48525423899675396,58.88932264939235,9900,0,13.273521990224248,1.0249585682337157,27,meter sending wrong readings error code,fault
BR03,339.56353152334657,2701.2587846978195,4.717,0.48525423899675396,60.979974391039796,9853,2,13.852609152296509,1.0696746841942906,6,meter working fine,normal
BR02,1308.918480214801,8507.970121396207,1.988,0.35563038079063874,55.96531935603049,7215,0,43.630616007160036,0.9817706690283047,0,no complaint,normal
BR03,736.0989872350369,2831.0269708171654,2.951,0.48525423899675396,63.90944590674821,9853,8,14.518087029831616,1.121061742810078,22,meter working fine,normal
BR03,1224.2856605205009,2329.0069258127482,4.671,0.48525423899675396,52.57651858354005,9853,3,11.943625260578196,0.922266227126313,24,all systems normal,normal
BR02,591.9533806630225,3324.1469476986035,2.538,0.5847681152349695,7.371065418185478,7215,0,17.0469074240954,0.7681320386596773,11,billing cycle inquiry,theft
BR03,956.923595971023,2429.0148187908567,2.83,0.48525423899675396,54.83416186720238,9853,1,12.45648625020952,0.9618684718073096,26,billing cycle inquiry,normal
BR02,666.536556223083,7148.995191329756,0.868,0.35563038079063874,88.46198554855097,7267,0,36.66151380169106,0.8249528021050624,24,voltage spike deviation sensor malfunction,fault
BR02,1103.1017881402802,7170.161622911821,1.056,0.35563038079063874,47.16523205123357,7215,0,36.77005960467601,0.8273952861992421,0,meter reading correct,fault
BR03,367.79888170878576,2390.6927311071076,2.035,0.48525423899675396,53.96905411121682,9853,0,12.259962723626192,0.9466932626518617,0,slight voltage variance observed,normal
BR03,1494.1336092256786,2597.9196689505966,4.083,0.48525423899675396,58.647129915880306,9853,5,13.322664968977419,1.0287533046404271,1,billing cycle inquiry,normal
BR03,436.4919425576494,2257.6765003738055,1.312,0.48525423899675396,40.42400051180843,9923,0,11.577828207045156,0.8940200069799596,5,meter dead intervals no reading fault,fault
BR03,120.64952154254577,724.6352361849802,1.23,0.6794716945616975,6.254364386164168,9853,0,3.7160781342819496,0.7655703666056546,13,bill received on time,theft
BR03,1001.7376637802191,2789.358953018448,2.628,0.48525423899675396,62.96880494606536,9853,10,14.304404887274094,1.1045615748023576,3,meter magnet tamper magnetic interference bypass,normal
BR03,293.84946836020725,1910.0215443413472,1.478,0.48525423899675396,43.11806981251486,9853,0,9.794982278673576,0.7563517067751717,0,meter reading correct,normal
BR02,1458.8680303323322,9425.555208356493,1.301,0.35563038079063874,62.001182399192665,7215,7,48.33618055567432,1.087654694461102,1,meter bypass suspected direct line connection,normal
BR03,1208.985358079065,2551.4193077941436,5.535,0.48525423899675396,57.597400490266686,9853,0,13.084201578431506,1.0103395712296486,4,field report hook connection illegal tap,normal
BR02,1034.6760219753753,6725.394142839939,1.732,0.35563038079063874,49.943777878843576,7309,0,34.48920073251251,0.7760716848887398,0,meter working fine,fault
BR02,352.74108259999144,3034.9418108137306,1.027,0.868106924743956,4.016273200477445,7215,4,15.563804158019131,0.984001036134965,18,check seal status normal,theft
BR02,1512.138335753446,9828.8991823974,1.437,0.35563038079063874,64.65437393553358,7215,0,50.404611191781534,1.1341982621502762,0,bill received on time,normal
BR02,1382.1339482960573,8983.870663924372,1.907,0.35563038079063874,59.09578707797474,7215,0,46.07113160986857,1.036686846137791,0,no complaint,normal
BR03,377.38747059360867,2453.0185588584563,1.203,0.48525423899675396,55.37603792250789,9853,0,12.579582353120289,0.9713737414326201,0,check seal status normal,normal
BR02,425.0879226023449,2864.186858533284,2.013,0.642885078058727,10.995745732745684,7215,2,14.688137736068123,0.6595858150509379,6,billing cycle inquiry,theft
BR02,1157.9502766580952,7526.676798277618,2.104,0.35563038079063874,49.51038434489769,7215,0,38.59834255526984,0.8685350806794068,0,bill received on time,normal
BR02,2929.1043580457563,6183.3820023433955,5.026,0.35563038079063874,40.674208245184786,7215,0,31.709651294068696,0.7135266107754059,19,hook wire tamper seal broken jumper,normal
BR03,464.8668681468246,3021.6346429543596,2.196,0.48525423899675396,68.212347587811,9853,0,15.49556227156082,1.1965407019728784,0,no complaint,normal
BR03,118.56355175284445,1035.8632569817332,3.69,0.6318178372677853,9.140640822236142,9853,6,5.312119266572991,1.1481913337329461,5,field report hook connection illegal tap,theft
BR03,742.8620776669461,2969.8482853501964,3.065,0.48525423899675396,67.0432886370743,9853,7,15.229991206924085,1.1760337605315003,19,usage mismatch bill discrepancy,normal
BR03,1047.3017405011676,2407.2632890291825,4.455,0.48525423899675396,54.34312867358661,9853,1,12.344939943739398,0.9532550576241275,26,billing cycle inquiry,normal
BR03,419.2484725854379,2725.1150718053464,1.468,0.48525423899675396,61.51852174722916,9853,0,13.974949086181264,1.0791215637462797,0,no complaint,normal
BR02,1080.5215481788493,7023.390063162521,2.054,0.35563038079063874,46.199770596086346,7215,0,36.01738493929498,0.810458694937947,0,check seal status normal,normal
BR03,322.7116456445484,2097.625696689565,1.241,0.48525423899675396,47.35316808249672,9853,0,10.75705485481828,0.8306412985586061,0,check seal status normal,normal
BR03,1024.773040586277,2832.303881078138,2.259,0.48525423899675396,63.9382717102791,9853,1,14.524635287580196,1.1215673880255193,24,usage mismatch bill discrepancy,normal
BR02,677.2846843383879,4232.684813393991,1.276,0.5908850656900799,11.187505222607465,7215,10,21.70607596612303,0.9092347356450391,16,usage mismatch bill discrepancy,theft
BR03,1464.1224536816069,3307.2509574051883,6.076,0.48525423899675396,74.66003621340228,9853,7,16.960261320026607,1.3096422465903832,8,no complaint,normal
BR03,332.0602456527911,3099.6536131800776,5.582,0.48525423899675396,69.97359861393649,9853,4,15.895659554769628,1.22743552693749,25,field report hook connection illegal tap,normal
BR02,1232.6217533522024,8012.0413967893155,0.688,0.35563038079063874,17.980054077402606,7215,0,41.08739177840675,0.924543355250696,0,no complaint,normal
BR03,461.9169661495686,3002.460279972196,1.885,0.48525423899675396,67.77949303487424,9853,0,15.39723220498562,1.1889478231329242,0,billing cycle inquiry,normal
BR03,447.5166883312947,2908.8584741534155,1.71,0.48525423899675396,67.7076795492769,9906,0,14.917222944376489,1.1518823325377976,0,all systems normal,fault
BR02,796.8722026649457,5179.6693173221465,2.06,0.35563038079063874,10.656933404868767,7215,0,26.56240675549819,0.5977039574015603,0,slight voltage variance observed,normal
BR02,1308.8930139819392,8507.804590882604,0.654,0.35563038079063874,55.964230498415255,7215,0,43.62976713273131,0.9817515677619905,0,meter reading correct,normal
BR02,941.9054995116521,6122.385746825739,1.849,0.35563038079063874,40.27297565140982,7215,0,31.396849983721737,0.7064879947796595,0,normal usage pattern,normal
BR02,1056.1136311720716,6864.738602618465,1.424,0.35563038079063874,45.15616330445758,7215,0,35.20378770573572,0.7921512316607846,0,check seal status normal,normal
BR02,1015.8023421399912,7086.744866210535,1.289,0.35563038079063874,76.71911904136104,7254,0,36.34228136518223,0.817769473712097,31,null reads erratic voltage fluctuation spike,fault
BR03,612.6300294233769,2355.414420346485,5.359,0.48525423899675396,53.172658557066846,9853,2,12.079048309469153,0.9327233623462904,26,check seal status normal,normal
BR02,1055.4435672537886,6860.383187149626,1.349,0.35563038079063874,45.12751343684359,7215,0,35.181452241792954,0.7916486418423291,0,normal usage pattern,normal
BR02,565.3064848484726,3336.6092674613733,1.99,0.6676178716883886,9.140591997898282,7215,0,17.11081675621217,0.7196987229140558,17,slight voltage variance observed,theft
BR03,1441.7440418423535,3146.0665585751335,2.706,0.48525423899675396,71.02135465924256,9853,3,16.13367465935966,1.2458146444767735,0,normal usage pattern,normal
BR03,1387.8375715020381,2621.600507534388,5.364,0.48525423899675396,59.18171658287359,9853,1,13.444105166843013,1.038130708122488,27,billing cycle inquiry,normal
BR02,1339.8047890656064,7726.402815186357,1.307,0.35563038079063874,107.18310875652564,7241,0,39.62257853941721,0.8915823107995182,4,voltage spike deviation sensor malfunction,fault
BR02,2575.955129388445,7027.283803202861,4.046,0.35563038079063874,46.22538356859773,7215,8,36.03735283693775,0.8109080100753865,14,all systems normal,normal
BR02,717.3842517721768,3764.3410764688906,3.191,0.8383252385242026,10.053149673579052,7215,11,19.30431321266098,0.8310554608139884,15,meter magnet tamper magnetic interference bypass,theft
BR02,2021.2323983065849,9907.874510664946,4.409,0.35563038079063874,65.1738726414147,7215,1,50.80961287520485,1.14331155941903,6,no complaint,normal
BR02,592.3478985621057,4311.96227048217,3.523,0.5991107558650834,10.764440758752938,7215,1,22.112627028113696,0.7783724775577697,14,direct tap supply bypass meter skipping,theft
BR02,391.4928187056826,2742.3365582874135,2.612,0.5636912443282117,10.306545065652497,7215,0,14.063264401473914,0.7107659113236642,1,meter working fine,theft
BR03,65.62519676207951,1171.1130242014972,3.067,0.9398189060795479,9.797587747880307,9853,11,6.005707816417934,1.1958365319853956,13,direct tap supply bypass meter skipping,theft
BR02,977.7481488948505,6355.362967816528,1.787,0.35563038079063874,20.249153117638432,7215,0,32.591604963161686,0.7333722220226846,0,billing cycle inquiry,normal
BR02,2050.9416934469723,7800.880563555092,4.477,0.35563038079063874,51.314093228851945,7215,8,40.00451571053893,0.9001766132947524,21,bill received on time,normal
BR03,205.69813867710803,2175.0620195718366,1.283,0.48525423899675396,95.29774860877235,9909,0,11.154164202932495,0.861305400307572,21,null reads erratic voltage fluctuation spike,fault
